A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
2768,2,2,0,0,0,0,1,1,2,0,0,1,0,2,0,0,1,2,0,0
2769,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,2
2770,1,0,0,2,2,0,1,1,2,0,0,0,0,0,1,2,0,0,0,2
2771,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0
2772,1,1,0,0,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0
2773,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
2774,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,2,2,0,1,2
2775,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,2,2,0,0
2776,1,2,2,0,0,1,1,1,0,1,2,2,0,0,2,1,0,0,0,0
2777,0,0,0,2,0,0,0,1,2,0,0,2,2,2,0,0,0,0,0,2
2778,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,2,0
2779,2,1,0,1,1,2,0,0,2,0,0,1,2,0,0,0,2,0,1,0
2780,0,0,0,1,0,0,0,0,0,2,0,0,1,2,2,0,0,2,0,0
2781,1,0,0,0,2,1,1,0,2,0,0,0,1,0,2,0,0,1,0,0
2782,2,0,0,0,0,0,1,1,0,2,0,0,2,0,2,0,0,0,2,0
2783,2,2,0,0,0,0,0,2,1,2,2,0,0,1,0,0,0,0,2,1
2784,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1
2785,0,0,0,0,2,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0
2786,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,1,0,1
2787,1,0,1,0,0,0,0,0,2,0,2,0,1,0,0,2,2,2,2,0
2788,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0
2789,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,2,0
2790,0,2,0,0,2,2,1,0,0,0,1,0,2,0,0,2,0,1,1,0
2791,2,0,0,0,0,2,1,2,0,0,0,0,1,2,0,2,2,0,0,0
2792,2,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,2
2793,0,1,0,0,1,0,0,0,0,2,2,1,2,2,1,1,0,0,0,1
2794,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0,1,0,0,2,0
2795,1,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,0,1,0,1
2796,2,0,0,1,0,0,0,1,2,0,0,0,2,0,1,0,1,0,0,2
2797,0,2,2,0,0,0,1,1,0,0,2,1,0,1,0,1,0,0,0,2
2798,1,1,2,1,0,2,2,0,2,0,1,2,2,0,2,0,0,0,0,2
2799,1,0,0,2,0,1,0,0,1,2,0,0,1,0,0,0,2,0,0,0
2800,2,2,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,1,0,2
2801,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,2,1,0,0,2
2802,0,1,2,2,0,2,0,1,0,1,0,0,1,1,0,2,0,0,2,0
2803,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0
2804,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,2,0
2805,2,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0
2806,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,2,2,0,0
2807,2,2,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,2,0
2808,0,0,0,0,2,0,1,2,0,1,1,0,0,2,0,0,1,1,1,0
2809,1,1,0,0,0,0,2,1,2,2,0,2,0,0,1,0,2,2,2,1
2810,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,2,0,0,0,2
2811,0,1,2,0,1,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0
2812,0,0,0,2,0,2,0,1,0,0,0,2,0,0,0,0,0,0,2,0
2813,2,0,1,0,0,1,2,2,0,2,2,0,1,2,0,0,0,1,0,1
2814,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,0
2815,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1
2816,2,2,2,0,2,0,0,1,1,0,1,0,2,2,0,0,0,1,0,0
2817,1,2,0,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,2,0
2818,0,0,2,0,1,0,0,1,0,0,1,0,2,2,0,0,0,1,2,0
2819,2,0,1,0,0,2,0,0,0,0,0,0,0,1,2,1,1,0,0,0
2820,0,2,2,0,0,1,0,0,2,0,1,1,1,0,0,1,0,0,0,0
2821,0,1,2,2,2,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0
2822,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,2,0
2823,0,2,2,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,2,1
2824,2,1,0,0,0,0,0,1,1,0,0,1,2,1,0,2,0,0,1,0
2825,1,0,2,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0
2826,0,1,2,0,2,0,2,0,2,2,0,0,2,0,0,2,0,1,0,1
2827,2,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,2,1
2828,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,2
2829,0,2,0,2,0,1,0,0,0,0,0,2,0,1,1,2,0,0,0,2
2830,0,2,2,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0
2831,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,2,1,0,0,0
2832,0,0,0,0,2,2,1,0,2,1,0,0,0,0,0,0,0,0,1,0
2833,2,1,0,0,0,2,0,1,0,1,0,2,2,1,0,0,0,0,0,0
2834,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2835,0,0,2,0,1,0,0,1,2,2,2,1,0,1,0,1,0,1,1,0
2836,1,0,0,2,0,2,0,0,2,1,0,1,0,0,1,2,0,0,0,0
2837,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,0
2838,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0
2839,1,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0
2840,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,2,0
2841,0,2,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2
2842,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2843,0,1,0,1,1,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
2844,2,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,1,0,0
2845,2,2,0,0,0,0,2,0,2,2,0,0,2,1,0,0,2,0,0,0
2846,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,2,2
2847,2,0,0,0,2,0,0,2,0,2,0,0,1,0,2,0,0,1,2,2
2848,1,1,2,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1
2849,0,2,0,1,0,1,0,0,0,1,1,0,0,0,1,2,1,2,0,0
2850,0,0,2,0,0,2,0,0,0,1,0,2,1,2,2,0,0,1,0,0
2851,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1,0
2852,0,1,0,1,0,2,1,0,2,2,0,0,0,0,2,0,1,0,2,0
2853,2,0,0,0,2,2,0,0,2,0,0,0,0,1,0,0,2,2,0,0
2854,1,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0
2855,2,1,0,0,0,2,0,0,0,1,2,1,0,2,0,0,2,0,0,0
2856,0,1,0,0,0,0,0,0,2,0,2,0,0,1,2,0,0,0,0,0
2857,0,0,1,0,2,2,0,0,2,1,0,2,2,1,0,0,1,2,0,0
2858,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0
2859,0,0,0,0,1,0,1,2,1,2,0,2,0,0,2,0,2,0,0,1
2860,0,0,2,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,2,0
2861,0,2,1,0,0,0,2,0,2,0,0,1,2,2,2,0,0,2,1,0
2862,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,1,2,0
2863,0,0,0,2,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,2
2864,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2865,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2866,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,2,0
2867,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,2,0,1,1,0
2868,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
2869,2,2,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,1,0,0
2870,0,1,0,0,2,0,1,2,0,2,0,2,0,0,2,0,0,2,1,0
2871,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,2,0
2872,0,0,0,0,0,1,2,0,0,1,2,0,0,1,1,0,0,1,1,2
2873,2,0,0,1,0,2,1,2,1,2,2,0,0,0,2,0,0,1,2,2
2874,0,0,0,2,1,2,0,1,2,0,1,0,2,1,0,0,1,2,0,0
2875,0,0,2,0,1,0,0,0,0,2,0,0,2,0,2,0,1,0,0,2
2876,0,0,0,2,1,0,1,2,1,2,0,1,0,0,1,1,2,0,0,1
2877,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2878,0,2,0,2,0,0,0,0,1,0,1,2,0,0,1,0,1,2,2,1
2879,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2
2880,0,2,0,0,2,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0
2881,0,2,0,0,0,1,0,0,0,0,2,2,1,1,0,0,2,2,0,2
2882,0,1,1,0,0,0,2,0,0,1,2,0,0,1,1,1,1,0,0,1
2883,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0
2884,0,2,0,0,1,2,0,2,1,1,0,0,0,0,0,1,0,0,2,0
2885,0,2,2,0,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0,2
2886,0,0,0,1,0,2,2,2,0,0,0,0,2,1,0,0,2,0,0,2
2887,1,2,0,0,0,1,0,1,0,0,1,0,1,1,0,2,0,0,2,0
2888,0,2,1,2,2,0,2,0,2,0,1,0,2,0,0,0,0,0,1,1
2889,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,2,0,0,0
2890,1,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,1,1,2
2891,0,0,0,0,1,0,1,2,2,0,0,2,1,0,1,2,0,0,0,2
2892,0,0,0,0,1,1,0,0,0,1,0,2,1,2,0,2,0,0,1,0
2893,0,0,0,0,0,2,1,0,2,2,2,1,2,1,2,0,1,1,0,0
2894,0,1,1,0,1,2,0,2,0,0,1,0,0,0,0,0,0,2,0,0
2895,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0
2896,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
2897,0,0,1,0,1,2,1,0,2,0,1,2,0,1,2,1,0,1,2,1
2898,1,0,1,0,2,0,1,0,2,0,0,0,0,2,2,1,0,0,2,2
2899,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,2,0,0,2
2900,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0
2901,2,2,0,0,2,1,0,1,2,0,0,0,1,0,0,2,1,2,1,0
2902,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0
2903,0,0,0,1,1,0,0,2,0,1,0,0,1,1,1,1,0,0,0,0
2904,0,0,0,0,2,2,1,0,2,2,0,0,0,0,0,0,0,1,2,0
2905,0,2,0,1,1,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0
2906,0,0,2,0,0,1,0,0,2,0,0,0,2,1,0,1,0,0,2,2
2907,0,2,0,0,0,0,0,2,1,1,0,0,1,0,2,0,0,0,0,1
2908,2,1,0,0,2,0,0,2,0,0,1,2,0,1,1,0,1,2,0,2
2909,1,2,0,0,2,1,1,0,0,0,0,1,0,1,0,0,2,0,0,1
2910,2,2,0,0,0,2,1,0,2,0,1,1,1,1,0,0,0,1,2,0
2911,1,2,0,0,1,1,0,0,0,2,0,2,0,2,0,0,2,2,2,1
2912,0,0,2,0,0,0,1,0,1,1,1,1,0,1,1,2,2,0,2,0
2913,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0
2914,2,0,0,0,1,0,0,1,2,2,0,2,0,2,1,1,1,0,0,2
2915,0,0,1,1,0,0,1,0,0,1,0,1,2,0,0,1,1,2,0,0
2916,2,1,0,0,1,0,1,1,0,2,0,1,0,0,0,0,2,2,0,2
2917,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
2918,0,0,2,0,0,1,2,0,0,0,1,0,0,0,2,0,0,1,0,0
2919,1,0,0,2,2,1,2,1,2,0,0,0,0,0,2,1,0,0,0,0
2920,0,0,0,0,2,0,2,2,1,0,1,1,0,0,1,0,0,0,2,0
2921,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,2,0,0
2922,0,0,0,0,0,2,0,1,2,2,2,0,0,0,0,0,0,0,1,2
2923,0,2,0,0,0,1,0,0,2,1,2,0,0,0,0,0,2,0,0,0
2924,1,0,0,2,1,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0
2925,0,2,2,2,0,1,0,1,0,2,0,0,0,1,0,1,2,0,0,0
2926,0,0,0,0,2,0,2,0,0,2,0,0,1,2,0,2,1,2,1,0
2927,0,2,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2928,2,1,0,0,0,1,0,2,0,2,2,2,0,0,0,0,0,1,2,0
2929,1,2,0,0,0,2,0,0,0,1,0,1,0,0,2,0,2,0,0,0
2930,0,0,0,0,0,0,0,2,2,0,0,2,0,1,0,0,2,2,2,0
2931,2,0,0,0,0,2,2,1,0,0,1,0,1,1,0,0,0,0,0,2
2932,1,1,0,0,1,0,1,0,1,0,0,2,0,0,2,0,0,1,0,2
2933,1,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2934,1,1,2,0,0,0,0,1,0,2,0,1,0,0,0,2,1,0,0,0
2935,2,2,0,0,0,1,0,2,0,0,0,0,2,1,1,1,1,0,0,2
2936,2,2,0,1,0,0,1,1,2,2,2,0,0,1,0,0,0,0,0,0
2937,2,0,0,2,2,0,0,0,0,1,0,0,0,0,2,0,0,2,2,1
2938,1,2,0,0,0,2,1,2,1,2,0,0,1,0,1,0,2,2,0,0
2939,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0
2940,0,0,2,2,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0
2941,0,2,0,0,0,0,2,0,2,0,0,1,0,1,0,0,1,0,0,0
2942,0,2,2,0,0,0,1,0,0,2,0,1,2,1,0,0,1,0,2,0
2943,2,0,1,0,0,0,0,2,2,0,0,0,1,1,1,2,1,0,1,0
2944,1,2,0,0,1,0,2,1,0,0,0,1,0,0,0,0,2,2,2,0
2945,0,2,0,2,2,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0
2946,1,2,2,0,1,0,0,0,1,2,0,0,2,0,0,0,2,2,0,0
2947,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,2,0,0,0,0
2948,0,0,0,2,0,0,2,1,0,1,1,1,0,0,0,1,1,0,0,0
2949,0,0,0,1,1,1,0,1,0,0,1,2,1,1,2,0,0,2,0,0
2950,0,2,1,0,0,2,0,0,0,2,2,2,0,0,1,0,0,0,0,1
2951,0,0,2,0,1,0,0,1,2,0,0,0,1,1,0,0,1,0,1,1
2952,0,2,0,0,2,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0
2953,0,2,0,1,0,0,0,0,2,0,1,0,1,1,0,0,0,2,0,0
2954,0,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,0,2,0,2
2955,1,0,0,0,1,0,0,1,0,0,1,2,0,0,0,2,2,1,0,0
2956,1,0,0,1,0,0,0,2,2,2,0,1,0,0,0,0,1,0,0,0
2957,0,1,0,0,1,0,2,0,1,0,1,0,2,0,0,1,0,1,2,1
2958,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,2,2,1
2959,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2960,2,0,0,2,0,0,0,2,0,1,0,1,1,0,1,0,0,0,2,1
2961,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,1,0,2,0
2962,0,1,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2963,0,1,2,0,0,2,1,1,2,2,0,0,0,0,0,1,2,0,0,2
2964,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1
2965,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0
2966,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,0,0,2,0
2967,0,0,0,0,0,1,0,0,2,2,1,1,2,1,0,0,1,2,0,2
2968,0,0,0,2,0,0,0,0,2,0,0,2,0,0,1,0,0,2,0,0
2969,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,1,0
2970,0,1,0,0,1,1,0,0,0,0,1,0,2,2,0,0,2,1,1,0
2971,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,1,0
2972,0,2,0,0,2,0,0,0,1,0,1,1,0,2,0,0,1,1,2,0
2973,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,2
2974,0,2,0,1,2,0,0,1,0,2,0,0,0,1,0,0,2,0,0,2
2975,0,1,0,0,0,0,0,2,0,2,0,2,0,1,0,2,1,0,1,0
2976,0,1,0,0,0,0,2,1,0,1,2,2,0,2,0,0,0,0,0,2
2977,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0
2978,0,0,0,0,0,2,0,0,0,2,1,0,1,1,0,1,0,0,0,2
2979,2,1,0,0,2,1,1,1,2,2,2,2,1,2,0,0,0,2,0,0
2980,2,0,0,2,1,2,0,0,1,1,0,2,0,0,2,1,2,0,2,0
2981,0,0,0,0,0,2,0,0,0,0,0,1,2,2,0,2,1,1,2,0
2982,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,2,0,1,0,0
2983,2,0,1,0,0,0,0,0,1,1,2,0,0,1,0,1,0,0,2,0
2984,1,0,0,2,0,0,0,2,0,2,2,1,0,0,0,0,2,2,0,0
2985,1,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,2
2986,2,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0
2987,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2
2988,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
2989,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
2990,2,2,1,0,2,2,0,1,0,1,2,0,0,2,0,2,0,2,0,2
2991,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0
2992,2,0,0,0,0,0,0,0,2,2,0,0,2,0,0,1,1,2,0,0
2993,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,2,0,1,0
2994,2,2,0,2,2,2,1,1,0,1,1,2,0,0,2,0,0,0,0,0
2995,0,0,0,2,2,0,0,0,0,1,0,0,2,1,1,0,0,0,1,0
2996,0,2,0,0,0,1,0,1,1,1,1,1,1,1,0,2,1,1,0,0
2997,1,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,1,0,2,0
2998,1,2,1,0,0,0,1,0,2,0,0,0,0,0,0,2,1,0,0,0
2999,1,0,0,0,0,0,0,2,0,2,0,2,0,1,0,0,0,0,0,1
3000,2,0,0,0,0,0,2,0,0,1,0,0,1,1,2,0,0,0,0,2
3001,0,0,0,0,0,1,2,0,0,0,2,0,0,2,0,1,1,1,0,1
3002,0,0,0,0,1,2,0,0,2,0,0,2,0,0,0,0,0,2,2,1
3003,0,1,0,0,1,1,0,0,0,1,1,1,2,2,2,0,1,2,1,1
3004,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,2,0
3005,1,0,0,0,0,0,1,0,2,0,0,1,0,2,0,0,2,0,0,0
3006,1,0,1,0,0,1,0,0,0,0,2,0,2,0,2,0,0,0,1,0
3007,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2,2,0,0
3008,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3009,2,0,0,0,0,0,2,2,0,0,0,0,1,2,0,2,0,1,0,1
3010,0,0,0,0,2,2,0,0,2,2,0,0,0,1,0,2,2,2,0,0
3011,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0
3012,0,1,0,0,0,1,0,0,0,2,2,1,1,0,1,0,0,0,0,0
3013,2,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,2,0
3014,2,0,0,0,2,1,0,0,0,1,0,0,0,2,0,1,1,1,0,0
3015,2,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0
3016,0,1,0,0,0,0,0,0,2,1,0,0,0,1,2,0,0,0,2,0
3017,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,2
3018,2,0,0,0,0,2,2,2,2,0,0,2,0,2,0,1,2,0,0,0
3019,0,2,0,0,2,0,0,1,1,0,1,2,0,1,0,0,0,0,1,2
3020,1,1,0,0,0,0,2,2,0,2,2,0,0,2,0,2,2,1,2,1
3021,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,2,1,0,2,0
3022,0,0,0,2,0,0,0,0,2,0,0,1,0,0,2,1,0,0,1,1
3023,0,0,0,0,1,0,0,1,1,2,1,0,2,2,0,1,0,2,2,0
3024,1,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,2,0,0,2
3025,0,0,2,0,2,1,0,0,2,1,1,1,0,1,2,0,1,0,2,2
3026,1,0,0,2,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
3027,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,1
3028,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,2,0,0,0,0
3029,2,0,2,0,2,1,0,0,1,2,1,1,2,1,0,1,0,0,0,0
3030,0,1,0,1,0,0,2,2,2,0,0,0,1,1,1,0,0,1,0,1
3031,0,0,0,1,1,2,1,0,0,0,1,0,1,0,1,1,1,0,0,0
3032,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0
3033,0,1,2,0,0,1,0,0,2,0,0,2,0,0,2,1,1,2,0,0
3034,0,0,0,2,0,0,0,2,0,1,0,0,2,2,2,0,2,0,1,2
3035,2,1,0,0,0,2,0,2,0,0,1,0,2,0,2,2,0,0,0,0
3036,0,0,0,0,1,2,0,0,0,2,0,0,2,0,2,0,2,0,2,0
3037,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0
3038,0,1,0,0,0,0,2,0,0,0,0,1,2,0,0,2,0,1,1,0
3039,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,1,2
3040,2,0,0,0,2,2,0,0,0,2,0,0,0,1,2,0,0,0,2,0
3041,1,0,0,0,0,0,1,0,0,2,1,0,1,0,2,0,0,0,0,0
3042,1,1,2,1,0,0,1,1,2,1,2,2,0,0,0,2,0,1,2,0
3043,0,0,0,1,1,0,0,1,2,0,2,0,2,2,0,0,0,0,0,2
3044,1,1,0,0,0,0,0,2,0,0,2,1,1,0,2,1,2,0,1,1
3045,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,2,0,1,2
3046,1,2,2,0,1,2,0,2,1,0,0,0,2,0,2,2,1,0,0,0
3047,0,2,0,0,0,1,2,0,1,0,0,0,2,0,0,2,0,0,0,1
3048,0,0,1,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,2,2
3049,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0
3050,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0
3051,2,2,0,1,0,0,0,2,0,2,2,0,1,1,0,1,0,0,1,2
3052,2,1,0,0,2,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0
3053,0,2,1,0,0,0,0,1,0,2,0,0,0,0,2,0,2,0,0,2
3054,0,0,1,0,0,1,0,2,0,0,1,2,1,1,0,0,0,1,0,0
3055,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0
3056,0,1,0,0,0,0,0,1,1,0,2,2,0,0,0,0,2,0,2,1
3057,0,1,0,0,0,0,2,0,2,2,0,0,1,0,2,0,1,0,0,0
3058,0,0,2,1,1,0,0,0,0,2,2,0,2,0,0,1,1,0,0,0
3059,2,1,1,0,1,2,2,0,1,0,0,0,0,0,2,0,1,2,0,1
3060,1,1,1,1,0,1,0,2,0,1,0,0,0,2,0,1,0,1,1,2
3061,0,1,1,0,1,1,2,1,2,0,0,0,2,1,0,1,1,0,2,2
3062,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,2,0,0
3063,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
3064,1,2,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,2,2,0
3065,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,2,0
3066,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,2,0
3067,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,2,0
3068,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,2,0
3069,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,1
3070,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
3071,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
3072,0,2,0,1,0,1,0,2,0,2,0,1,2,1,0,1,0,0,2,0
3073,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,2,2,1,1
3074,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
3075,2,2,0,0,0,0,0,2,1,1,1,0,0,2,0,2,1,2,0,2
3076,0,2,0,0,0,2,1,1,2,0,0,0,1,2,0,0,0,1,0,0
3077,1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,2
3078,1,2,1,2,2,1,2,1,1,2,0,1,0,0,0,0,0,1,2,2
3079,0,0,0,0,0,0,0,2,2,2,0,0,1,0,0,0,2,0,1,0
3080,0,2,2,0,2,0,0,0,0,0,2,0,1,1,0,0,1,0,2,0
3081,1,1,0,2,1,0,2,1,0,0,0,0,2,1,2,0,0,0,2,1
3082,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3083,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3084,1,2,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,1,0
3085,0,0,0,0,1,0,2,2,2,0,0,0,1,0,0,0,1,0,1,0
3086,2,1,0,0,1,1,2,2,1,0,2,0,1,0,0,0,0,0,2,1
3087,0,2,2,0,0,0,2,0,2,2,0,1,0,1,0,0,0,0,0,0
3088,0,2,0,2,1,0,0,1,0,0,2,0,0,0,0,0,2,0,0,1
3089,1,0,2,0,0,0,2,1,2,0,0,1,0,0,0,2,0,2,2,2
3090,0,2,1,0,0,2,0,2,0,1,0,0,1,2,2,0,0,0,1,0
3091,0,0,0,2,1,0,0,0,2,1,0,2,0,2,0,2,1,1,2,1
